movie_id,imdb_id,title,year,genre,imdb_rating,imdb_url,poster
2817,tt0103617,Aces: Iron Eagle III,1992,Action,3.5,https://www.imdb.com/title/tt0103617/,https://m.media-amazon.com/images/M/MV5BYTA1NTA4Y2YtNDViMy00Y2UxLTg4N2QtOTNhMDBmMzgyZDc5XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg
2818,tt0113438,Iron Eagle IV,1995,"Action, Drama",3.3,https://www.imdb.com/title/tt0113438/,https://m.media-amazon.com/images/M/MV5BMTc2MDU2MzkyMF5BMl5BanBnXkFtZTgwMjMzMzgwMzE@._V1_SX300.jpg
2819,tt0073802,Three Days of the Condor,1975,"Mystery, Thriller",7.5,https://www.imdb.com/title/tt0073802/,https://m.media-amazon.com/images/M/MV5BZWFlYzRhYjItYmI3NC00NmQzLTk2NTYtNzQ0N2ZkOTgxZjMwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
2820,tt0058175,Hamlet,1964,Drama,7.5,https://www.imdb.com/title/tt0058175/,http://ia.media-imdb.com/images/M/MV5BMTI5MDA5ODIzM15BMl5BanBnXkFtZTcwNDc0NzIyMQ@@._V1_SX300.jpg
2822,tt0104839,Medicine Man,1992,"Adventure, Drama, Romance",6.0,https://www.imdb.com/title/tt0104839/,https://m.media-amazon.com/images/M/MV5BODc3NTFkYTEtMTUzZi00ZTI4LWJjMGItNWI4ZGFlOTNhNGY1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
2824,tt0181733,On the Ropes,1999,"Documentary, Drama, Sport",7.5,https://www.imdb.com/title/tt0181733/,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTE4MTk0Nl5BMl5BanBnXkFtZTcwOTc5MTYyMQ@@._V1_SX300.jpg
2826,tt0120657,The 13th Warrior,1999,"Action, Adventure, History",6.6,https://www.imdb.com/title/tt0120657/,https://m.media-amazon.com/images/M/MV5BNDZhZDk0ZTktZmNhMC00YTU1LWEwY2YtZmIyMWM5MTNlNDEwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
2827,tt0138304,The Astronaut's Wife,1999,"Drama, Sci-Fi, Thriller",5.3,https://www.imdb.com/title/tt0138304/,https://m.media-amazon.com/images/M/MV5BMTUxNGI2NzUtYzgwNy00NmIyLTgwNjMtZGMzYjhlYjY1MThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2828,tt0160236,Dudley Do-Right,1999,"Comedy, Family, Romance",3.9,https://www.imdb.com/title/tt0160236/,https://m.media-amazon.com/images/M/MV5BN2EwZWRhNTQtOWJlMS00NDAwLTk2ZGUtNDg1NjUzZGMyMTYzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
2829,tt0164108,The Muse,1999,Comedy,5.6,https://www.imdb.com/title/tt0164108/,https://m.media-amazon.com/images/M/MV5BNzA1NmNlMWYtNzI5NC00MmEwLTgyOWMtNjdmOTA2MDU3NTFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2835,tt0163579,Chill Factor,1999,"Action, Adventure, Comedy",5.2,https://www.imdb.com/title/tt0163579/,https://m.media-amazon.com/images/M/MV5BMTIwNjQzNjgwMV5BMl5BanBnXkFtZTcwMjM4NzEyMQ@@._V1_SX300.jpg
2836,tt0125971,Outside Providence,1999,"Comedy, Drama, Romance",6.4,https://www.imdb.com/title/tt0125971/,https://ia.media-imdb.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@._V1_SX300.jpg
2837,tt0126810,Bedrooms and Hallways,1998,"Comedy, Romance",6.4,https://www.imdb.com/title/tt0126810/,https://ia.media-imdb.com/images/M/MV5BYWZiYzY5NjMtYTg3NC00NDk1LWJhOTUtYWI5ZWY2MjM3NzNlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
2839,tt0157183,West Beirut,1998,"Comedy, Drama, Romance",7.8,https://www.imdb.com/title/tt0157183/,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE0NzdkMmUtNTJlOC00ZGEyLTg1MDctZjdhNDQ4MTc5YzkyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
2840,tt0145531,Stigmata,1999,Horror,6.2,https://www.imdb.com/title/tt0145531/,https://m.media-amazon.com/images/M/MV5BMjEyNWUyZTYtMTViZC00Y2ZkLWE2ZDEtNGY2ZDAxNjY2YjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2841,tt0164181,Stir of Echoes,1999,"Horror, Mystery, Thriller",7.0,https://www.imdb.com/title/tt0164181/,https://m.media-amazon.com/images/M/MV5BMjE2NTEwZWYtYzcxYi00MzZhLTg0NDMtNTBhMTM3MjEyMmU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
2843,tt0118843,"Black Cat, White Cat",1998,"Comedy, Crime, Romance",8.1,https://www.imdb.com/title/tt0118843/,https://m.media-amazon.com/images/M/MV5BMmExZTZhN2QtMzg5Mi00Y2M5LTlmMWYtNTUzMzUwMGM2OGQ3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
2844,tt0151582,The Minus Man,1999,"Crime, Drama, Mystery, Thriller",6.2,https://www.imdb.com/title/tt0151582/,https://m.media-amazon.com/images/M/MV5BNjMyN2E0MWQtYTkyMi00OGQ4LWFiYTctMWRiZjEyOTMwZjE2XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
2846,tt0097050,The Adventures of Milo and Otis,1986,"Adventure, Drama, Family",7.1,https://www.imdb.com/title/tt0097050/,https://m.media-amazon.com/images/M/MV5BYzc1NWEzMTktY2UwNy00MjU4LTg0MzgtMjgxYjk4ZWI5MTllXkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_SX300.jpg
2847,tt0031762,Only Angels Have Wings,1939,"Adventure, Drama, Romance",7.7,https://www.imdb.com/title/tt0031762/,https://m.media-amazon.com/images/M/MV5BYTZjMzI3YjMtMTBlMC00NmMyLWJmY2QtZDYzMmVhYmRlY2Q1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2848,tt0045251,Othello,1951,"Drama, History, Romance",7.7,https://www.imdb.com/title/tt0045251/,https://m.media-amazon.com/images/M/MV5BN2IwMDBlYWEtMjI3Ny00YzgzLWFlZTEtNDJhMDliZmUxMGYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2851,tt0079285,#DUPE#,1980,N/A,N/A,https://www.imdb.com/title/tt0079285/,N/A
2852,tt0088146,A Soldier's Story,1984,"Crime, Drama, Mystery",7.2,https://www.imdb.com/title/tt0088146/,https://m.media-amazon.com/images/M/MV5BMzUxMjY2MWQtNGUyZC00NjkzLWE1MWUtYTM5YzFiZDU5MDM4XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
2856,tt0059297,I Saw What You Did,1965,"Horror, Thriller",6.3,https://www.imdb.com/title/tt0059297/,https://ia.media-imdb.com/images/M/MV5BOTVmMWJiNjYtZThmZC00YTc2LWJlMTktYTBjYmQ2MGUxNWE3XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg
2857,tt0063823,Yellow Submarine,1968,"Animation, Adventure, Comedy, Family, Fantasy, Musical",7.4,https://www.imdb.com/title/tt0063823/,https://m.media-amazon.com/images/M/MV5BMGExODFmMjQtZTgxOC00ZDE0LWJmM2MtOTQzM2YzNDZlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2858,tt0169547,American Beauty,1999,Drama,8.4,https://www.imdb.com/title/tt0169547/,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
2859,tt0088178,Stop Making Sense,1984,"Documentary, Music",8.5,https://www.imdb.com/title/tt0088178/,https://m.media-amazon.com/images/M/MV5BMjUxZmZmYzQtMzgzNy00OGVmLWE5M2ItOTA5MTZiMTk4MTY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
2860,tt0181316,Blue Streak,1999,"Action, Comedy, Crime, Thriller",6.3,https://www.imdb.com/title/tt0181316/,https://m.media-amazon.com/images/M/MV5BYTJkYTBlZjktYmYyYi00ZWQ0LTgyMWYtMjQ5Yzg1Y2M3YzE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2861,tt0126916,For Love of the Game,1999,"Drama, Romance, Sport",6.6,https://www.imdb.com/title/tt0126916/,https://m.media-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2862,tt0080491,Caligula,1979,"Drama, History",5.3,https://www.imdb.com/title/tt0080491/,https://m.media-amazon.com/images/M/MV5BNzk3YTgyYjQtYjI0Ny00MjFkLWJmNjYtZjM3YTVhN2FkYTI2XkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg
2863,tt0058182,A Hard Day's Night,1964,"Comedy, Music, Musical",7.7,https://www.imdb.com/title/tt0058182/,https://m.media-amazon.com/images/M/MV5BZjQyMGUwNzAtNTc2MC00Y2FjLThlM2ItZGRjNzM0OWVmZGYyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2865,tt0173390,Sugar Town,1999,"Comedy, Music",6.1,https://www.imdb.com/title/tt0173390/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNTM5NzI2MF5BMl5BanBnXkFtZTYwODY5Mjg5._V1_SX300.jpg
2866,tt0077280,The Buddy Holly Story,1978,"Biography, Drama, Music",7.3,https://www.imdb.com/title/tt0077280/,https://m.media-amazon.com/images/M/MV5BZDUxNzY2N2MtZTg5OC00YjIzLWJiMGYtMzBjNGI4ZDQ3NDdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
2867,tt0089175,Fright Night,1985,"Horror, Thriller",7.1,https://www.imdb.com/title/tt0089175/,https://m.media-amazon.com/images/M/MV5BYTBlOTEzZjYtZTlmMC00OTYyLWIyMTAtNzMzZTRhNzU1YzAyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2868,tt0097390,Fright Night Part 2,1988,"Comedy, Horror, Thriller",5.9,https://www.imdb.com/title/tt0097390/,https://m.media-amazon.com/images/M/MV5BODk5ZDEyMTMtNjcyMC00ZDU5LWI5MmMtZWYwNzgzNTdlNDE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2870,tt0061385,Barefoot in the Park,1967,"Comedy, Romance",7.0,https://www.imdb.com/title/tt0061385/,https://m.media-amazon.com/images/M/MV5BNjJiNzhkNGYtNDRhNi00NjNjLWJmZGEtOTQ1ZDM2NDM0ODgzXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
2871,tt0068473,Deliverance,1972,"Adventure, Drama, Thriller",7.7,https://www.imdb.com/title/tt0068473/,https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2872,tt0082348,Excalibur,1981,"Adventure, Drama, Fantasy, Romance",7.4,https://www.imdb.com/title/tt0082348/,https://m.media-amazon.com/images/M/MV5BMTQ3OTA5NjY3OV5BMl5BanBnXkFtZTcwNjAxOTI3MQ@@._V1_SX300.jpg
2874,tt0050814,The Pajama Game,1957,"Comedy, Drama, Musical",6.8,https://www.imdb.com/title/tt0050814/,https://ia.media-imdb.com/images/M/MV5BMzcwMjdlODMtZjNhOC00Mzg5LTkzNDQtNmRjOTdkM2I5ODI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
2875,tt0108185,Sommersby,1993,"Drama, Mystery, Romance",6.1,https://www.imdb.com/title/tt0108185/,https://m.media-amazon.com/images/M/MV5BMTQ0MDA1MzU2NF5BMl5BanBnXkFtZTcwNjM3ODAwMQ@@._V1_SX300.jpg
2876,tt0111419,Thumbelina,1994,"Animation, Family, Fantasy, Musical, Romance",6.4,https://www.imdb.com/title/tt0111419/,https://m.media-amazon.com/images/M/MV5BNmE3MjdmMGMtOThhMS00OGRhLTllNDItMmJmN2QxMjA4ZTI2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
2877,tt0073812,Tommy,1975,"Drama, Musical",6.6,https://www.imdb.com/title/tt0073812/,https://m.media-amazon.com/images/M/MV5BMjlhZWMyNjItNWU5OS00NGQzLWI4YWYtYThjYjk3OTlmZDA5XkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_SX300.jpg
2878,tt0082511,Hell Night,1981,"Horror, Thriller",5.8,https://www.imdb.com/title/tt0082511/,https://m.media-amazon.com/images/M/MV5BYzg2Mjg1MDMtZmQzZi00NTQzLWFkNGQtNDFjMzk2NTdiNGNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2879,tt0099558,Armour of God 2: Operation Condor,1991,"Action, Adventure, Comedy, Crime, Thriller",7.3,https://www.imdb.com/title/tt0099558/,https://m.media-amazon.com/images/M/MV5BNjEyMTk4ZDgtNjUyZi00OTg0LWFkMWEtNjk0ZWE5N2QwMmZmXkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_SX300.jpg
2880,tt0091431,Armour of God,1986,"Action, Adventure, Comedy",7.1,https://www.imdb.com/title/tt0091431/,https://m.media-amazon.com/images/M/MV5BZDRhZDhhMmEtMmI0Yy00ZTRmLThhYmMtNDUwZmY1MTBkZWIwXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg
2881,tt0150377,Double Jeopardy,1999,"Crime, Drama, Mystery, Thriller",6.4,https://www.imdb.com/title/tt0150377/,https://m.media-amazon.com/images/M/MV5BM2UzNzYzMjctYmI0MS00MzQ3LTliMTktOTA1MGU0YTM3NzRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2882,tt0120716,Jakob the Liar,1999,"Drama, War",6.5,https://www.imdb.com/title/tt0120716/,https://m.media-amazon.com/images/M/MV5BMTYyMzA2ODA1OF5BMl5BanBnXkFtZTcwMjgyMjAyMQ@@._V1_SX300.jpg
2883,tt0140397,Mumford,1999,"Comedy, Drama",6.9,https://www.imdb.com/title/tt0140397/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzExMDU1Ml5BMl5BanBnXkFtZTcwMzg3MzkyMQ@@._V1_SX300.jpg
2884,tt0129884,Dog Park,1998,"Comedy, Romance",5.1,https://www.imdb.com/title/tt0129884/,https://m.media-amazon.com/images/M/MV5BMjQxMzI5MDcyOV5BMl5BanBnXkFtZTgwMjM2MjgwMzE@._V1_SX300.jpg
2885,tt0160338,Guinevere,1999,"Drama, Romance",6.0,https://www.imdb.com/title/tt0160338/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzE3MjIyMl5BMl5BanBnXkFtZTcwNDk4OTEyMQ@@._V1_SX300.jpg
2886,tt0159421,The Adventures of Elmo in Grouchland,1999,"Adventure, Comedy, Family",5.8,https://www.imdb.com/title/tt0159421/,https://m.media-amazon.com/images/M/MV5BM2VmNzU4ZGQtYjY1NS00ZTE3LTk5ODItZDQ3ZDFjNTIxYmQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg
2887,tt0168172,Simon Sez,1999,"Action, Comedy",2.5,https://www.imdb.com/title/tt0168172/,https://ia.media-imdb.com/images/M/MV5BMTM0NTEzNjk3M15BMl5BanBnXkFtZTcwMTEzMjkxMQ@@._V1_SX300.jpg
2888,tt0164114,Drive Me Crazy,1999,"Comedy, Drama, Romance",5.7,https://www.imdb.com/title/tt0164114/,https://m.media-amazon.com/images/M/MV5BZjI1NmM1NDktYjFmMS00YWRlLWIxZDEtN2JkODk0ZTAxYTk3XkEyXkFqcGdeQXVyNTU2NDQ3NjU@._V1_SX300.jpg
2889,tt0134618,"Mystery, Alaska",1999,"Comedy, Drama, Sport",6.7,https://www.imdb.com/title/tt0134618/,https://m.media-amazon.com/images/M/MV5BMjE2MDM2NzcyMl5BMl5BanBnXkFtZTYwMzA2NjQ3._V1_SX300.jpg
2890,tt0120188,Three Kings,1999,"Action, Adventure, Comedy, Drama, War",7.1,https://www.imdb.com/title/tt0120188/,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2891,tt0162360,"Happy, Texas",1999,"Comedy, Crime, Romance",6.3,https://www.imdb.com/title/tt0162360/,https://ia.media-imdb.com/images/M/MV5BMTg3MjE0ODkwOV5BMl5BanBnXkFtZTcwNjE4NzUxMQ@@._V1_SX300.jpg
2892,tt0133122,New Rose Hotel,1998,"Drama, Mystery, Sci-Fi",4.9,https://www.imdb.com/title/tt0133122/,https://m.media-amazon.com/images/M/MV5BNDU4ZTMzZmMtYTVjMC00MDc4LThhYWEtODgwMDUyNTBiNWI4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
2893,tt0134033,Plunkett & Macleane,1999,"Action, Adventure, Crime, Drama",6.4,https://www.imdb.com/title/tt0134033/,https://m.media-amazon.com/images/M/MV5BMTY2NDU2ODY2NV5BMl5BanBnXkFtZTcwNDEyNTIyMQ@@._V1_SX300.jpg
2894,tt0194314,Romance,1999,Drama,5.3,https://www.imdb.com/title/tt0194314/,https://m.media-amazon.com/images/M/MV5BNjY4NDgwNTI5MV5BMl5BanBnXkFtZTcwMDI1NTcxMQ@@._V1_SX300.jpg
2896,tt0060095,Alvarez Kelly,1966,Western,6.4,https://www.imdb.com/title/tt0060095/,https://m.media-amazon.com/images/M/MV5BOTUzY2FhZjUtMjBmMi00NmE4LTllMjQtMWVkOTI5NThiMGVkXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg
2897,tt0087188,And the Ship Sails On,1983,"Drama, History, Music",7.7,https://www.imdb.com/title/tt0087188/,https://m.media-amazon.com/images/M/MV5BYjc1M2Y4ZGYtMDk4MC00Yjg5LWEzZWItMzU5ZTBkMTlmZmY2XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
2898,tt0106664,The Dark Half,1993,"Horror, Mystery, Thriller",5.9,https://www.imdb.com/title/tt0106664/,https://m.media-amazon.com/images/M/MV5BMTAxOTA1NDQzODVeQTJeQWpwZ15BbWU3MDYyNzEzMzQ@._V1_SX300.jpg
2899,tt0031397,Gulliver's Travels,1939,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",6.8,https://www.imdb.com/title/tt0031397/,https://m.media-amazon.com/images/M/MV5BNWIyOTBjMWQtNWQ2Zi00MTcxLTk1NjYtODFlNjc5NDAzMDVmXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_SX300.jpg
2900,tt0095652,Monkey Shines,1988,"Drama, Horror, Sci-Fi, Thriller",6.2,https://www.imdb.com/title/tt0095652/,https://m.media-amazon.com/images/M/MV5BMTkxOTk4NDM1Nl5BMl5BanBnXkFtZTcwNzI0ODI1NA@@._V1_SX300.jpg
2901,tt0079714,Phantasm,1979,"Horror, Sci-Fi",6.8,https://www.imdb.com/title/tt0079714/,https://m.media-amazon.com/images/M/MV5BZTdmN2RkODEtODM4ZS00ZGRlLTliMTYtYmZmZWZkMTZmODYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2902,tt0086154,Psycho II,1983,"Crime, Horror, Mystery, Thriller",6.4,https://www.imdb.com/title/tt0086154/,https://m.media-amazon.com/images/M/MV5BZDNhMThiN2QtZWVlOS00NzQ3LWE2Y2ItYjMxYjBmY2ExNDNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2903,tt0091799,Psycho III,1986,"Horror, Mystery, Thriller",5.3,https://www.imdb.com/title/tt0091799/,https://m.media-amazon.com/images/M/MV5BZjU5MWI2MzctMDAzYy00MzNlLTljZDAtMTE5MzQ3MmM3NTE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2905,tt0056443,Sanjuro,1962,"Action, Crime, Drama",8.2,https://www.imdb.com/title/tt0056443/,https://m.media-amazon.com/images/M/MV5BZmY3MDlmODctYTY3Yi00NzYyLWIxNTUtYjVlZWZjMmMwZTBkXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SX300.jpg
2906,tt0156934,Random Hearts,1999,"Drama, Mystery, Romance",5.1,https://www.imdb.com/title/tt0156934/,https://m.media-amazon.com/images/M/MV5BYWM1YmRkOWEtNDcyNS00ODE2LTkwNDAtOTA3OTA4ZTVlZTIwL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
2907,tt0167427,Superstar,1999,"Comedy, Romance",5.1,https://www.imdb.com/title/tt0167427/,https://m.media-amazon.com/images/M/MV5BN2Q2YjFlMzYtYjVlMC00MmZmLTg5MzQtZjUyYmY2N2U5MjIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2908,tt0171804,Boys Don't Cry,1999,"Biography, Crime, Drama, Romance",7.6,https://www.imdb.com/title/tt0171804/,https://m.media-amazon.com/images/M/MV5BN2YyODgyYjMtN2ZiZC00OWMzLTg1NjgtZGIwN2NlYTYxMTkwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
2912,tt0165854,The Limey,1999,"Crime, Drama, Mystery",7.1,https://www.imdb.com/title/tt0165854/,https://m.media-amazon.com/images/M/MV5BNzA1MzgyNzMtNWRiOC00MDY3LTlkYjQtZGZjMWU4NWEyZWVmXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
2915,tt0086200,Risky Business,1983,"Comedy, Crime, Drama",6.8,https://www.imdb.com/title/tt0086200/,https://m.media-amazon.com/images/M/MV5BMjVhNDE4YmQtNzBlMy00YTdkLTkwNTEtZGRmMDVkMmYwYjA5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
2916,tt0100802,Total Recall,1990,"Action, Sci-Fi, Thriller",7.5,https://www.imdb.com/title/tt0100802/,https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg
2917,tt0082089,Body Heat,1981,"Crime, Drama, Romance, Thriller",7.4,https://www.imdb.com/title/tt0082089/,https://m.media-amazon.com/images/M/MV5BZWJhOTIwMjEtY2NkOC00ZDUyLTg0ZDgtZTM5OTI3YjViYTNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
2918,tt0091042,Ferris Bueller's Day Off,1986,Comedy,7.8,https://www.imdb.com/title/tt0091042/,https://m.media-amazon.com/images/M/MV5BMDA0NjZhZWUtNmI2NC00MmFjLTgwZDYtYzVjZmNhMDVmOTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2919,tt0086617,The Year of Living Dangerously,1982,"Drama, Romance, War",7.2,https://www.imdb.com/title/tt0086617/,https://m.media-amazon.com/images/M/MV5BNmE3MjM4MGMtYmZiMi00MzU4LTk1YWMtMjI1YmRmNDc2MjdlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2921,tt0068699,High Plains Drifter,1973,"Mystery, Western",7.6,https://www.imdb.com/title/tt0068699/,https://m.media-amazon.com/images/M/MV5BYjRmZDg3M2UtNWRhNy00NDVlLWI2ZDktYzJiN2FjNjE5ZDQ5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
2922,tt0061747,Hang 'Em High,1968,Western,7.0,https://www.imdb.com/title/tt0061747/,https://m.media-amazon.com/images/M/MV5BYjgyYzc2YWQtOTRkNy00MzI3LWIzZGItZWVlMjJhY2IxNDlhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2924,tt0080179,Drunken Master,1978,"Action, Comedy",7.6,https://www.imdb.com/title/tt0080179/,https://m.media-amazon.com/images/M/MV5BNzdlOWRlZGUtOGViNS00ODVkLWFiNzEtN2JmZDViYzUxMDI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2925,tt0065571,The Conformist,1970,Drama,8.1,https://www.imdb.com/title/tt0065571/,https://ia.media-imdb.com/images/M/MV5BODFlYzU4YTItN2EwYi00ODI3LTkwNTQtMDdkNjM3YjMyMTgyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2926,tt0095270,Hairspray,1988,"Comedy, Drama, Family, Music, Musical, Romance",7.0,https://www.imdb.com/title/tt0095270/,https://m.media-amazon.com/images/M/MV5BNWU3MWFjMjUtZmU1ZC00NWY5LTk2OWEtNDk5ZjlmZmZlOWUwXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
2927,tt0037558,Brief Encounter,1945,"Drama, Romance",8.1,https://www.imdb.com/title/tt0037558/,https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
2928,tt0087980,The Razor's Edge,1984,"Drama, Romance, War",6.6,https://www.imdb.com/title/tt0087980/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzM1MzA5M15BMl5BanBnXkFtZTcwODA4ODEyMQ@@._V1_SX300.jpg
2929,tt0082979,Reds,1981,"Biography, Drama, History, Romance",7.4,https://www.imdb.com/title/tt0082979/,https://m.media-amazon.com/images/M/MV5BYWU5NjA2OWItMjc3MS00NDk4LWJhYzEtMzczMGU4MDk5OTUwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
2930,tt0176093,Return with Honor,1998,Documentary,8.3,https://www.imdb.com/title/tt0176093/,https://m.media-amazon.com/images/M/MV5BMTQ5MTUyNDI3NV5BMl5BanBnXkFtZTcwODY1NzgyMQ@@._V1_SX300.jpg
2931,tt0097223,Time of the Gypsies,1988,"Comedy, Crime, Drama, Fantasy",8.3,https://www.imdb.com/title/tt0097223/,https://m.media-amazon.com/images/M/MV5BMTAxMDMyMTI1MzVeQTJeQWpwZ15BbWU4MDU0MzQ5MDMx._V1_SX300.jpg
2932,tt0077405,Days of Heaven,1978,"Drama, Romance",7.9,https://www.imdb.com/title/tt0077405/,https://m.media-amazon.com/images/M/MV5BZDNmODcxMTQtNDcwYy00NTQxLTkwOTMtN2Y2MzRhNzFiZmZiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
2935,tt0033804,The Lady Eve,1941,"Comedy, Romance",7.9,https://www.imdb.com/title/tt0033804/,https://m.media-amazon.com/images/M/MV5BOTQzNWM4Y2QtMWVhYS00MTNkLTgxMGMtNjM5Y2FmNjQ2MWFiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
